h3_cell,hour,violation_count,lat,lon,location,day_of_week,baseline_count,speed_drop,ccis,status,color
8660145b7ffffff,21,6604,12.9940425,77.5891127,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",5,955,10.0,6604.0,critical,#FF4B4B
8660145b7ffffff,21,6604,12.9940425,77.5891127,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",6,805,10.0,6604.0,critical,#FF4B4B
8660145b7ffffff,22,7380,12.989134,77.5925278,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",0,912,10.0,7380.0,critical,#FF4B4B
8660145b7ffffff,22,7380,12.989134,77.5925278,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1,1142,10.0,7380.0,critical,#FF4B4B
8660145b7ffffff,22,7380,12.989134,77.5925278,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2,1155,10.0,7380.0,critical,#FF4B4B
8660145b7ffffff,22,7380,12.989134,77.5925278,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3,1015,10.0,7380.0,critical,#FF4B4B
8660145b7ffffff,22,7380,12.989134,77.5925278,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",4,1209,10.0,7380.0,critical,#FF4B4B
8660145b7ffffff,22,7380,12.989134,77.5925278,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",5,1052,10.0,7380.0,critical,#FF4B4B
8660145b7ffffff,22,7380,12.989134,77.5925278,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",6,895,10.0,7380.0,critical,#FF4B4B
8660145b7ffffff,23,8217,12.9994274,77.5496108,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",0,1192,10.0,8217.0,critical,#FF4B4B
8660145b7ffffff,23,8217,12.9994274,77.5496108,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1,1226,10.0,8217.0,critical,#FF4B4B
8660145b7ffffff,23,8217,12.9994274,77.5496108,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2,1240,10.0,8217.0,critical,#FF4B4B
8660145b7ffffff,23,8217,12.9994274,77.5496108,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,1182,10.0,8217.0,critical,#FF4B4B
8660145b7ffffff,23,8217,12.9994274,77.5496108,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",4,1356,10.0,8217.0,critical,#FF4B4B
8660145b7ffffff,23,8217,12.9994274,77.5496108,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",5,1080,10.0,8217.0,critical,#FF4B4B
8660145b7ffffff,23,8217,12.9994274,77.5496108,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",6,941,10.0,8217.0,critical,#FF4B4B
86601680fffffff,6,1,13.293684372967755,77.53250753446538,"Unnamed Road, Darga Joghally, Dodballapur, Karnataka. Pin-561203 (India)",3,1,0.0,0.0,green,#00CC66
866016907ffffff,0,351,13.1832334,77.6837192,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",0,14,10.0,351.0,critical,#FF4B4B
866016907ffffff,0,351,13.1832334,77.6837192,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",1,43,10.0,351.0,critical,#FF4B4B
866016907ffffff,0,351,13.1832334,77.6837192,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",2,33,10.0,351.0,critical,#FF4B4B
866016907ffffff,0,351,13.1832334,77.6837192,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",3,64,10.0,351.0,critical,#FF4B4B
866016907ffffff,0,351,13.1832334,77.6837192,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",4,76,10.0,351.0,critical,#FF4B4B
866016907ffffff,0,351,13.1832334,77.6837192,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",5,55,10.0,351.0,critical,#FF4B4B
866016907ffffff,0,351,13.1832334,77.6837192,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",6,66,10.0,351.0,critical,#FF4B4B
866016907ffffff,1,99,13.1837817,77.67956,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,4,10.0,99.0,critical,#FF4B4B
866016907ffffff,1,99,13.1837817,77.67956,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,35,10.0,99.0,critical,#FF4B4B
866016907ffffff,1,99,13.1837817,77.67956,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,19,10.0,99.0,critical,#FF4B4B
866016907ffffff,1,99,13.1837817,77.67956,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,3,10.0,99.0,critical,#FF4B4B
866016907ffffff,1,99,13.1837817,77.67956,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,16,10.0,99.0,critical,#FF4B4B
866016907ffffff,1,99,13.1837817,77.67956,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,15,10.0,99.0,critical,#FF4B4B
866016907ffffff,1,99,13.1837817,77.67956,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,7,10.0,99.0,critical,#FF4B4B
866016907ffffff,2,251,13.1840875,77.6797636,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,49,10.0,251.0,critical,#FF4B4B
866016907ffffff,2,251,13.1840875,77.6797636,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,3,10.0,251.0,critical,#FF4B4B
866016907ffffff,2,251,13.1840875,77.6797636,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,10,10.0,251.0,critical,#FF4B4B
866016907ffffff,2,251,13.1840875,77.6797636,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,59,10.0,251.0,critical,#FF4B4B
866016907ffffff,2,251,13.1840875,77.6797636,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,70,10.0,251.0,critical,#FF4B4B
866016907ffffff,2,251,13.1840875,77.6797636,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,39,10.0,251.0,critical,#FF4B4B
866016907ffffff,2,251,13.1840875,77.6797636,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,21,10.0,251.0,critical,#FF4B4B
866016907ffffff,3,234,13.1846454,77.6797763,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,18,10.0,234.0,critical,#FF4B4B
866016907ffffff,3,234,13.1846454,77.6797763,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,23,10.0,234.0,critical,#FF4B4B
866016907ffffff,3,234,13.1846454,77.6797763,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,23,10.0,234.0,critical,#FF4B4B
866016907ffffff,3,234,13.1846454,77.6797763,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,13,10.0,234.0,critical,#FF4B4B
866016907ffffff,3,234,13.1846454,77.6797763,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,78,10.0,234.0,critical,#FF4B4B
866016907ffffff,3,234,13.1846454,77.6797763,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,33,10.0,234.0,critical,#FF4B4B
866016907ffffff,3,234,13.1846454,77.6797763,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,46,10.0,234.0,critical,#FF4B4B
866016907ffffff,4,159,13.1873941,77.6802735,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,12,10.0,159.0,critical,#FF4B4B
866016907ffffff,4,159,13.1873941,77.6802735,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,30,10.0,159.0,critical,#FF4B4B
866016907ffffff,4,159,13.1873941,77.6802735,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,20,10.0,159.0,critical,#FF4B4B
866016907ffffff,4,159,13.1873941,77.6802735,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,16,10.0,159.0,critical,#FF4B4B
866016907ffffff,4,159,13.1873941,77.6802735,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,11,10.0,159.0,critical,#FF4B4B
866016907ffffff,4,159,13.1873941,77.6802735,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,25,10.0,159.0,critical,#FF4B4B
866016907ffffff,4,159,13.1873941,77.6802735,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,45,10.0,159.0,critical,#FF4B4B
866016907ffffff,5,367,13.1843383,77.6797917,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,71,10.0,367.0,critical,#FF4B4B
866016907ffffff,5,367,13.1843383,77.6797917,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,36,10.0,367.0,critical,#FF4B4B
866016907ffffff,5,367,13.1843383,77.6797917,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,84,10.0,367.0,critical,#FF4B4B
866016907ffffff,5,367,13.1843383,77.6797917,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,23,10.0,367.0,critical,#FF4B4B
866016907ffffff,5,367,13.1843383,77.6797917,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,37,10.0,367.0,critical,#FF4B4B
866016907ffffff,5,367,13.1843383,77.6797917,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,64,10.0,367.0,critical,#FF4B4B
866016907ffffff,5,367,13.1843383,77.6797917,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,52,10.0,367.0,critical,#FF4B4B
866016907ffffff,6,425,13.1838749,77.6795049,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,36,10.0,425.0,critical,#FF4B4B
866016907ffffff,6,425,13.1838749,77.6795049,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,50,10.0,425.0,critical,#FF4B4B
866016907ffffff,6,425,13.1838749,77.6795049,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,35,10.0,425.0,critical,#FF4B4B
866016907ffffff,6,425,13.1838749,77.6795049,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,80,10.0,425.0,critical,#FF4B4B
866016907ffffff,6,425,13.1838749,77.6795049,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,70,10.0,425.0,critical,#FF4B4B
866016907ffffff,6,425,13.1838749,77.6795049,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,80,10.0,425.0,critical,#FF4B4B
866016907ffffff,6,425,13.1838749,77.6795049,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,74,10.0,425.0,critical,#FF4B4B
866016907ffffff,7,400,13.1835289,77.6796526,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",0,64,10.0,400.0,critical,#FF4B4B
866016907ffffff,7,400,13.1835289,77.6796526,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",1,61,10.0,400.0,critical,#FF4B4B
866016907ffffff,7,400,13.1835289,77.6796526,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",2,66,10.0,400.0,critical,#FF4B4B
866016907ffffff,7,400,13.1835289,77.6796526,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",3,53,10.0,400.0,critical,#FF4B4B
866016907ffffff,7,400,13.1835289,77.6796526,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",4,43,10.0,400.0,critical,#FF4B4B
866016907ffffff,7,400,13.1835289,77.6796526,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",5,44,10.0,400.0,critical,#FF4B4B
866016907ffffff,7,400,13.1835289,77.6796526,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",6,69,10.0,400.0,critical,#FF4B4B
866016907ffffff,8,270,13.1874013,77.6802276,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,38,10.0,270.0,critical,#FF4B4B
866016907ffffff,8,270,13.1874013,77.6802276,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,38,10.0,270.0,critical,#FF4B4B
866016907ffffff,8,270,13.1874013,77.6802276,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,33,10.0,270.0,critical,#FF4B4B
866016907ffffff,8,270,13.1874013,77.6802276,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,27,10.0,270.0,critical,#FF4B4B
866016907ffffff,8,270,13.1874013,77.6802276,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,54,10.0,270.0,critical,#FF4B4B
866016907ffffff,8,270,13.1874013,77.6802276,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,23,10.0,270.0,critical,#FF4B4B
866016907ffffff,8,270,13.1874013,77.6802276,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,57,10.0,270.0,critical,#FF4B4B
866016907ffffff,9,139,13.1855911,77.679813,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,17,10.0,139.0,critical,#FF4B4B
866016907ffffff,9,139,13.1855911,77.679813,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,8,10.0,139.0,critical,#FF4B4B
866016907ffffff,9,139,13.1855911,77.679813,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,42,10.0,139.0,critical,#FF4B4B
866016907ffffff,9,139,13.1855911,77.679813,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,14,10.0,139.0,critical,#FF4B4B
866016907ffffff,9,139,13.1855911,77.679813,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,34,10.0,139.0,critical,#FF4B4B
866016907ffffff,9,139,13.1855911,77.679813,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,8,10.0,139.0,critical,#FF4B4B
866016907ffffff,9,139,13.1855911,77.679813,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,16,10.0,139.0,critical,#FF4B4B
866016907ffffff,10,28,13.1877329,77.6804418,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,3,10.0,28.0,critical,#FF4B4B
866016907ffffff,10,28,13.1877329,77.6804418,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,1,10.0,28.0,critical,#FF4B4B
866016907ffffff,10,28,13.1877329,77.6804418,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,5,10.0,28.0,critical,#FF4B4B
866016907ffffff,10,28,13.1877329,77.6804418,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,3,10.0,28.0,critical,#FF4B4B
866016907ffffff,10,28,13.1877329,77.6804418,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,16,7.5,21.0,critical,#FF4B4B
866016907ffffff,11,23,13.1839179,77.6794876,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,2,10.0,23.0,critical,#FF4B4B
866016907ffffff,11,23,13.1839179,77.6794876,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,2,10.0,23.0,critical,#FF4B4B
866016907ffffff,11,23,13.1839179,77.6794876,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,3,10.0,23.0,critical,#FF4B4B
866016907ffffff,11,23,13.1839179,77.6794876,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,7,10.0,23.0,critical,#FF4B4B
866016907ffffff,11,23,13.1839179,77.6794876,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,4,10.0,23.0,critical,#FF4B4B
866016907ffffff,11,23,13.1839179,77.6794876,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,5,10.0,23.0,critical,#FF4B4B
866016907ffffff,12,3,13.1861709,77.6799374,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,1,10.0,3.0,green,#00CC66
866016907ffffff,12,3,13.1861709,77.6799374,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,2,5.0,1.5,green,#00CC66
866016907ffffff,18,18,13.1867736,77.6806214,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,18,0.0,0.0,green,#00CC66
866016907ffffff,19,492,13.1839119,77.679535,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,48,10.0,492.0,critical,#FF4B4B
866016907ffffff,19,492,13.1839119,77.679535,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,25,10.0,492.0,critical,#FF4B4B
866016907ffffff,19,492,13.1839119,77.679535,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,140,10.0,492.0,critical,#FF4B4B
866016907ffffff,19,492,13.1839119,77.679535,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,57,10.0,492.0,critical,#FF4B4B
866016907ffffff,19,492,13.1839119,77.679535,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,110,10.0,492.0,critical,#FF4B4B
866016907ffffff,19,492,13.1839119,77.679535,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,70,10.0,492.0,critical,#FF4B4B
866016907ffffff,19,492,13.1839119,77.679535,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,42,10.0,492.0,critical,#FF4B4B
866016907ffffff,20,280,13.1834518,77.6794133,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",0,64,10.0,280.0,critical,#FF4B4B
866016907ffffff,20,280,13.1834518,77.6794133,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",1,48,10.0,280.0,critical,#FF4B4B
866016907ffffff,20,280,13.1834518,77.6794133,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",2,44,10.0,280.0,critical,#FF4B4B
866016907ffffff,20,280,13.1834518,77.6794133,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",3,15,10.0,280.0,critical,#FF4B4B
866016907ffffff,20,280,13.1834518,77.6794133,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",4,30,10.0,280.0,critical,#FF4B4B
866016907ffffff,20,280,13.1834518,77.6794133,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",5,48,10.0,280.0,critical,#FF4B4B
866016907ffffff,20,280,13.1834518,77.6794133,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",6,31,10.0,280.0,critical,#FF4B4B
866016907ffffff,21,342,13.1835812,77.679736,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",0,65,10.0,342.0,critical,#FF4B4B
866016907ffffff,21,342,13.1835812,77.679736,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",1,73,10.0,342.0,critical,#FF4B4B
866016907ffffff,21,342,13.1835812,77.679736,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",2,70,10.0,342.0,critical,#FF4B4B
866016907ffffff,21,342,13.1835812,77.679736,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",3,38,10.0,342.0,critical,#FF4B4B
866016907ffffff,21,342,13.1835812,77.679736,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",4,37,10.0,342.0,critical,#FF4B4B
866016907ffffff,21,342,13.1835812,77.679736,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",5,51,10.0,342.0,critical,#FF4B4B
866016907ffffff,21,342,13.1835812,77.679736,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",6,8,10.0,342.0,critical,#FF4B4B
866016907ffffff,22,566,13.1840836,77.6797742,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,51,10.0,566.0,critical,#FF4B4B
866016907ffffff,22,566,13.1840836,77.6797742,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,85,10.0,566.0,critical,#FF4B4B
866016907ffffff,22,566,13.1840836,77.6797742,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,94,10.0,566.0,critical,#FF4B4B
866016907ffffff,22,566,13.1840836,77.6797742,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,158,10.0,566.0,critical,#FF4B4B
866016907ffffff,22,566,13.1840836,77.6797742,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,65,10.0,566.0,critical,#FF4B4B
866016907ffffff,22,566,13.1840836,77.6797742,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,59,10.0,566.0,critical,#FF4B4B
866016907ffffff,22,566,13.1840836,77.6797742,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,54,10.0,566.0,critical,#FF4B4B
866016907ffffff,23,833,13.18429,77.679765,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0,149,10.0,833.0,critical,#FF4B4B
866016907ffffff,23,833,13.18429,77.679765,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,134,10.0,833.0,critical,#FF4B4B
866016907ffffff,23,833,13.18429,77.679765,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",2,176,10.0,833.0,critical,#FF4B4B
866016907ffffff,23,833,13.18429,77.679765,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",3,122,10.0,833.0,critical,#FF4B4B
866016907ffffff,23,833,13.18429,77.679765,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,104,10.0,833.0,critical,#FF4B4B
866016907ffffff,23,833,13.18429,77.679765,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",5,68,10.0,833.0,critical,#FF4B4B
866016907ffffff,23,833,13.18429,77.679765,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",6,80,10.0,833.0,critical,#FF4B4B
86601690fffffff,0,27,13.1908182,77.6457846,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",0,4,10.0,27.0,critical,#FF4B4B
86601690fffffff,0,27,13.1908182,77.6457846,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",1,7,10.0,27.0,critical,#FF4B4B
86601690fffffff,0,27,13.1908182,77.6457846,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",3,5,10.0,27.0,critical,#FF4B4B
86601690fffffff,0,27,13.1908182,77.6457846,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",4,3,10.0,27.0,critical,#FF4B4B
86601690fffffff,0,27,13.1908182,77.6457846,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",5,7,10.0,27.0,critical,#FF4B4B
86601690fffffff,0,27,13.1908182,77.6457846,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",6,1,10.0,27.0,critical,#FF4B4B
86601690fffffff,1,42,13.1908563,77.6459074,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",1,6,10.0,42.0,critical,#FF4B4B
86601690fffffff,1,42,13.1908563,77.6459074,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",2,4,10.0,42.0,critical,#FF4B4B
86601690fffffff,1,42,13.1908563,77.6459074,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",3,5,10.0,42.0,critical,#FF4B4B
86601690fffffff,1,42,13.1908563,77.6459074,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",5,19,10.0,42.0,critical,#FF4B4B
